post_num,post_idx,text,topic_tag,sentiment_tag
276,6,ש אמור להוות חוק יסוד ו אף על פי ה נוסח ה עכשווי בעל תוקף מיוחד מעל ל חוקי יסוד אחרים אין ב הוא אפילו איזכור ל זכויות אזרחיות ו דתיות ללא יהודים,3,-1
252,2,ה סיבה ש אנחנו קוראים ל חוק ה לאום חוק אפרטהייד הוא ש ה אפרטהייד משלב בין ה פרדה לבין עליונות אתנית,3,-1
218,10,יהיה להשליך ל פח ה זבל של ה הסטוריה את ה חוק ה גזעני ו ה משפיל ה זה,3,-1
215,9,גם לבי כואב על חוק ה לאום ה חסר ו ה מפלה כי שומר אחי אנוכי ו אחי שומר גם הוא את אני,3,-1
219,9,ו כל זה ב תמיכה מלאה של מפלגתו,3,0
222,8,ש מרבה ל ה חוקק בעיקר כדי להשניא ו להסית,3,-1
234,1,חוק ה לאום ש העבירה ממשלת ה ליכוד מעגן את ה בסיס ה ציוני של מדינת ישראל ו כל פגיעה ב הוא פירושה פגיעה ב ה התיישבות ה יהודית ו ב ה זהות ה יהודית,3,1
286,2,את מעמדה ו סמליה בפרט לנוכח קריאות ה תיגר כלפי היא הן מ ה עולם ו הן מ תוך משכן הכנסת,3,1
205,4,ביטול חוק ה לאום ו האשמת ה משטרה בלבד ב ה אלימות ב ה מגזר,3,1
259,20,00 נפגין נגד חוק ה לאום ו מדיניות ה ממשלה ב תל אביב,3,-1
240,2,חוק ה לאום משמש ב ה פועל כ חומת מגן חוקתית כדי להפלות ב אופן בוטה בין יהודים ל ה ערבים ו ל התגזען ללא הגבלה,3,-1
298,1,חוק ה לאום קובע כי מדינת ישראל היא מדינת ה לאום של עם ה יהודי,3,1
254,4,ש מבטיחה שוויון זכויות ל כל אזרחיה,3,0
292,1,אני מבין למה ה חמאס מתנגד ל ה חוק ה לאום,3,0
238,1,היום אני מעלה ל קריאה טרומית הצעת חוק ל תיקון חוק ה לאום ה פוגעני ו הלא שוויוני,3,-1
299,5,אך ב ה מקום לנסות ו לערער את יסודות ה דמוקרטיה ה ישראלית ב יוזמות ש מטרתן ה יחידה היא הישג פוליטי צר ו פנים מפלגתי,3,-1
254,2,ש ב הוא חברי כ נסת מ סיעות שונות מתאחדים להצביע על רעיון פשוט ו מוסכם,3,1
295,0,אישור חוק ה לאום ב ה ממשלה צעד היסטורי ל השבת שורשיה ה ציונים של ה מדינה עשינו היום צעד בעל משמעות היסטורית ב כדי להשיב את ישראל ל שורשיה ה ציוניים,3,1
236,5,אין שום אפשרות ש ב ה גץ יפסול חוק יסוד,3,1
244,9,רק עם אחדות ו נחישות נוכל להכתיב מציאות דו לאומית ב כל ה מוסדות,3,0
294,7,ה גרסה ש אושרה היא ב ה סיס,3,0
280,5,ב ה התייחסותכם ל הצעת ה חוק תיבחנו ב ה מעשים ו לא ב ה דיבורים,3,0
240,15,ל ה מוסר ו ל ה דמוקרטיה ה ישראלית,3,-1
261,0,להשלים את חקיקת חוק ה לאום עכשיו,3,1
270,14,אבל הוא גם לא גמור,3,0
294,0,חוק ה לאום עבר ב ה ממשלה,3,0
298,7,גם את ה עיקרון ה דמוקרטי ו גם את עיקרון ה מדינה ה יהודית,3,0
208,6,ב ה חוק העליתי גם את חשיבות משרד ה פנים ו עד כמה חשוב ש יהיה בידי ישראל ביתנו תוך כדי החזרת כל ה סמכויות של ה תכנון ו ה בניה לאחר כישלונו של כחלון ב ה טיפול ב ה נושא מה ש גרם לראשונה מ אז קום ה מדינה ל הרס בתים ב ה כפרים ה דרוזים,3,0
266,4,אני מודה ל ה שר יריב לוין על הובלת ה חוק,3,1
222,3,הרבה לפני חוק ה לאום,3,0
243,3,ו אפשר להסתכל על ה תרבות ה ישראלית ו להבין כמה עצוב ייראה ה עולם ש ל אנחנו אם מ ירי רגב תביים את הוא,3,-1
250,1,ה נושא ה מרכזי על הוא שוחחנו הוא חוק ה לאום,3,0
283,1,כל חברי ה כנסת של יש עתיד חתומים על ה חוק,3,1
280,8,מדינת ישראל היא מדינת ה לאום של ה עם ה יהודי,3,0
255,4,הוא מ ה חוקים ה חשובים ביותר ב ה הם עסקה הכנסת אי פעם ו צירופו הלילה לספר ה חוקים הוא הישג אדיר,3,1
233,3,אין כל סיבה ל ה תקן או לשנות את חוק ה לאום,3,1
242,3,ה קובע כי אזרחים כמו מ זל,3,-1
293,1,חוק ה לאום,3,0
235,10,ו אלו רק חלק מ ה מאבקים ה חשובים ש היו,3,-1
300,1,מדינת ישראל היא מדינה יהודית ש מתקיים ב היא משטר דמוקרטי ו לא מדינת כל אזרחיה ו כל הסתנן את היא,3,0
301,2,ה חוק נולד מן ה צורך לבסס את מעמדה של מדינת ישראל הן כ מדינה יהודית ו הן כ מדינה דמוקרטית,3,1
239,1,דברי ב כנס ה מרכז ה בינתחומי בהרצליה ב נושא חוק ה לאום,3,0
291,6,בין אם זה כאשר מאתגרים את המנון ה מדינה ו רוצים לשנותו,3,0
243,5,הצטרפו עכשיו ל ה מאבק,3,0
191,5,אנחנו נשים את כל משקלנו כדי להביס את מי ש חוקק את חוק ה לאום,3,-1
294,10,כדי ש כל חברי הכנסת והציבור יוכלו להכניס ב הוא שינויים,3,0
284,7,חוק ה לאום הוא תשובה מוחצת ל כל מי ש מכחישים את ה קשר ה עמוק בין עמנו ל ארצנו,3,1
250,6,ל שותפינו ב ה זירה ה בינלאומית יש תרומה חשובה ב תמיכתם ב מאבקנו נגד חוק ה לאום ש חוקק על ידי ממשלת ה ימין ה קיצונית ו ה גזענית,3,-1
232,4,מפלה ו מיותר,3,-1
290,3,כמו ש אנחנו דבקים ב העברת חוק ה לאום ש יסדיר ב צורה ברורה את היותה של ישראל מדינה יהודית ו דמוקרטית,3,1
295,3,היא בדיחה גרועה על חשבון ה עתיד של מדינת ישראל,3,0
283,2,מדינת ישראל זקוקה ל חוק לאום ב רוח מגילת ה עצמאות ש יגדיר את ישראל כ מדינת ה עם ה יהודי,3,1
252,6,לא על ה פעילות ש ל אנחנו לבטלו,3,-1
268,0,חוק ה לאום של ה ממשלה מגדיר ב ה חוק יסוד,3,0
298,10,כך צריך לפעול ו שני עקרונות אלה צריכים ל היות ברורים ל כל,3,1
232,28,יש פשוט צורך לבטל את הוא,3,-1
243,2,אפשר לכתוב כאן מילים כמו חופש ביטוי ו דמוקרטיה,3,0
235,13,הראו דבר אחד ה ממשלה ה זו נאבקת ב אזרחיה,3,-1
266,6,ל חברי הכנסת אבי דיכטר ו אמיר אוחנה ו ל כל ה שותפים ל ה מהלך חשוב זה,3,1
264,0,רגע ה הצבעה על חוק ה לאום ש ב מהלכו יור הכנסת מודיע ש הצבעתי נגד ה חוק,3,-1
230,2,חוק ה לאום,3,0
227,7,אל מול חוק ה לאום ו עסקת ה מאה,3,-1
288,3,האזינו ל ה דברים ש אמרתי ב נושא חוק ה לאום ו עוד ב ה יומן ה ערב ב ה רשת ב,3,0
243,6,תעזרו ל אנחנו לעצור את ה חוק ה נורא ה זה,3,-1
274,6,אני ו כל סיעת ישראל ביתנו ב הנהגת שר ה ביטחון חכ אביגדור ליברמן לא נתמוך ב ה חוק ה לאום ב מתכונתו ה נוכחית כל עוד לא יחול ה שינוי ה דרוש,3,-1
240,8,רק כדי לעגן את היותה של מדינת ישראל מדינתו של ה עם ה יהודי מתגלות כש קרים,3,-1
225,0,נציב את כל כוחנו ל שינוי אמיתי ו ל הפלה של ממשלת ה ימין ש חוקקה את חוק ה לאום,3,-1
211,1,ה חממה ש ממנה יצאו מחוקקי חוק ה לאום היא את היא חממה גזענית ש גידלה את ה ימין ה גזעני ב עפולה ו ראש ה עיר של היא,3,-1
241,4,היו שם חמש פגישות ו אני הייתי נוכח ב כל ה פגישות ו ב סופן סוכם ש יחוקק חוק ש יעגן את מעמדה של ה עדה ה דרוזית ב מדינת ישראל,3,1
280,1,הצעת חוק ה לאום היא הצעת חוק ש כל מפלגה ציונית צריכה לתמוך ב היא,3,1
232,15,אבל ה חוק ה זה,3,0
263,0,להלן ה רשימה ה סופית ו ה מעודכנת של ה הצבעה על חוק ה לאום,3,0
245,5,ש מורגש יותר מ כל,3,0
213,9,אך אנו נלחמים ב ה השלכות של ה גזענות ה זו,3,-1
292,6,להבטיח את קיומו ו עתידו של ה עם ה יהודי ב ארצו,3,1
224,1,אתם בעד שינוי חוק ה לאום או נגד,3,0
225,1,ו עשרות חוקים גזעניים,3,-1
258,2,חוק ה לאום ו חוק ה פונדקאות הם סכנה ל ה מדינה,3,-1
218,8,ביטול חוק ה לאום,3,-1
212,5,מעבר ל ה עובדה ש ב מהלך כל ה דיונים ב ה ועדות לא נכחו כל את הם מתנגדים,3,0
244,8,ו היא לחזק את נוכחותנו ה לאומית בפני חוק ה לאום ש קובע כי ה מדינה היא ל ה יהודים בלבד,3,-1
